Lead Actuator Force ,Lead Actuator Displacment 
9.06,2.10
9.13,2.12
9.18,2.15
9.25,2.17
9.31,2.19
9.37,2.21
9.43,2.24
9.49,2.26
9.56,2.28
9.62,2.30
9.68,2.33
9.74,2.35
9.80,2.37
9.87,2.39
9.93,2.42
9.97,2.44
9.93,2.44
9.76,2.43
9.55,2.40
9.31,2.38
9.12,2.35
8.92,2.33
8.79,2.30
8.57,2.28
8.43,2.26
8.27,2.24
8.11,2.21
7.95,2.19
7.81,2.17
7.69,2.15
7.55,2.12
7.45,2.10
7.32,2.08
7.20,2.06
7.10,2.03
6.98,2.01
6.87,1.99
6.75,1.96
6.64,1.94
6.53,1.92
6.43,1.90
6.31,1.88
6.19,1.85
6.09,1.83
5.96,1.81
5.85,1.79
5.74,1.77
5.61,1.74
5.50,1.72
5.39,1.70
5.26,1.68
5.14,1.65
5.02,1.63
4.89,1.61
4.77,1.59
4.65,1.56
4.53,1.54
4.41,1.52
4.29,1.49
4.17,1.47
4.06,1.45
3.93,1.43
3.82,1.41
3.70,1.38
3.59,1.36
3.47,1.34
3.36,1.32
3.24,1.29
3.13,1.27
3.02,1.25
2.91,1.23
2.79,1.20
2.68,1.18
2.57,1.16
2.47,1.13
2.37,1.12
2.26,1.09
2.17,1.07
2.07,1.05
1.97,1.03
1.88,1.00
1.78,0.98
1.68,0.96
1.58,0.94
1.49,0.91
1.40,0.89
1.30,0.87
1.21,0.85
1.11,0.82
1.02,0.80
0.93,0.78
0.84,0.76
0.75,0.73
0.66,0.72
0.58,0.69
0.49,0.67
0.40,0.64
0.31,0.62
0.23,0.60
0.14,0.58
0.06,0.56
-0.02,0.53
-0.11,0.51
-0.19,0.49
-0.28,0.46
-0.36,0.44
-0.44,0.42
-0.52,0.40
-0.60,0.38
-0.68,0.35
-0.77,0.33
-0.85,0.31
-0.93,0.29
-1.01,0.27
-1.09,0.24
-1.17,0.22
-1.26,0.20
-1.34,0.17
-1.42,0.15
-1.50,0.12
-1.58,0.11
-1.66,0.08
-1.73,0.06
-1.82,0.04
-1.90,0.02
-1.98,0.00
-2.05,-0.03
-2.14,-0.05
-2.21,-0.07
-2.29,-0.09
-2.37,-0.12
-2.45,-0.14
-2.53,-0.16
-2.61,-0.18
-2.68,-0.21
-2.77,-0.23
-2.85,-0.25
-2.93,-0.27
-3.01,-0.29
-3.09,-0.32
-3.17,-0.34
-3.25,-0.37
-3.33,-0.38
-3.42,-0.41
-3.50,-0.43
-3.60,-0.45
-3.69,-0.47
-3.78,-0.50
-3.87,-0.52
-3.98,-0.54
-4.06,-0.56
-4.17,-0.59
-4.24,-0.61
-4.34,-0.63
-4.43,-0.65
-4.52,-0.67
-4.62,-0.70
-4.71,-0.72
-4.80,-0.74
-4.89,-0.76
-4.98,-0.79
-5.07,-0.81
-5.16,-0.83
-5.24,-0.85
-5.33,-0.88
-5.41,-0.90
-5.50,-0.92
-5.59,-0.94
-5.68,-0.96
-5.76,-0.99
-5.84,-1.01
-5.93,-1.03
-6.01,-1.06
-6.10,-1.08
-6.18,-1.10
-6.27,-1.12
-6.36,-1.14
-6.44,-1.17
-6.52,-1.19
-6.61,-1.21
-6.69,-1.23
-6.78,-1.26
-6.86,-1.28
-6.94,-1.30
-7.03,-1.32
-7.11,-1.35
-7.19,-1.37
-7.27,-1.39
-7.36,-1.41
-7.44,-1.44
-7.52,-1.46
-7.60,-1.48
-7.69,-1.50
-7.77,-1.52
-7.85,-1.55
-7.94,-1.57
-8.02,-1.59
-8.10,-1.61
-8.18,-1.63
-8.27,-1.66
-8.35,-1.68
-8.43,-1.70
-8.51,-1.73
-8.58,-1.75
-8.66,-1.77
-8.73,-1.79
-8.80,-1.82
-8.88,-1.84
-8.94,-1.86
-9.00,-1.88
-9.08,-1.90
-9.14,-1.93
-9.20,-1.95
-9.27,-1.97
-9.34,-1.99
-9.40,-2.02
-9.47,-2.04
-9.54,-2.06
-9.60,-2.08
-9.67,-2.10
-9.74,-2.13
-9.81,-2.15
-9.87,-2.17
-9.94,-2.20
-10.00,-2.22
-10.07,-2.24
-10.15,-2.26
-10.21,-2.28
-10.29,-2.30
-10.36,-2.33
-10.43,-2.35
-10.51,-2.37
-10.58,-2.40
-10.65,-2.42
-10.68,-2.44
-10.65,-2.44
-10.37,-2.42
-10.16,-2.39
-9.89,-2.37
-9.71,-2.35
-9.48,-2.33
-9.32,-2.30
-9.08,-2.28
-8.91,-2.26
-8.73,-2.24
-8.56,-2.21
-8.38,-2.19
-8.25,-2.17
-8.08,-2.15
-7.93,-2.12
-7.80,-2.10
-7.65,-2.08
-7.50,-2.06
-7.37,-2.03
-7.22,-2.01
-7.09,-1.99
-6.95,-1.97
-6.81,-1.94
-6.67,-1.92
-6.54,-1.89
-6.41,-1.88
-6.29,-1.85
-6.14,-1.83
-6.02,-1.81
-5.91,-1.78
-5.78,-1.76
-5.67,-1.74
-5.55,-1.72
-5.43,-1.70
-5.32,-1.67
-5.20,-1.65
-5.09,-1.63
-4.98,-1.61
-4.87,-1.58
-4.76,-1.56
-4.66,-1.54
-4.55,-1.52
-4.44,-1.49
-4.34,-1.47
-4.24,-1.45
-4.13,-1.43
-4.03,-1.40
-3.93,-1.38
-3.83,-1.36
-3.72,-1.34
-3.62,-1.31
-3.52,-1.29
-3.42,-1.27
-3.32,-1.25
-3.22,-1.22
-3.13,-1.20
-3.03,-1.18
-2.94,-1.16
-2.84,-1.14
-2.76,-1.11
-2.66,-1.09
-2.58,-1.06
-2.48,-1.05
-2.40,-1.02
-2.31,-1.00
-2.22,-0.98
-2.13,-0.95
-2.04,-0.93
-1.96,-0.91
-1.87,-0.89
-1.78,-0.87
-1.70,-0.84
-1.60,-0.82
-1.52,-0.80
-1.44,-0.77
-1.35,-0.75
-1.26,-0.73
-1.17,-0.71
-1.08,-0.69
-1.01,-0.66
-0.92,-0.64
-0.84,-0.62
-0.75,-0.60
-0.67,-0.57
-0.59,-0.55
-0.51,-0.53
-0.43,-0.51
-0.35,-0.49
-0.27,-0.46
-0.18,-0.44
-0.10,-0.42
-0.02,-0.39
0.06,-0.37
0.13,-0.35
0.22,-0.33
0.29,-0.31
0.38,-0.28
0.46,-0.26
0.54,-0.24
0.62,-0.22
0.69,-0.20
0.77,-0.17
0.86,-0.15
0.93,-0.13
1.01,-0.10
1.09,-0.08
1.18,-0.06
1.25,-0.04
1.34,-0.02
1.41,0.01
1.49,0.03
1.57,0.05
1.64,0.07
1.73,0.10
1.81,0.12
1.89,0.14
1.97,0.16
2.05,0.19
2.12,0.21
2.21,0.23
2.29,0.25
2.37,0.28
2.45,0.30
2.53,0.32
2.61,0.34
2.69,0.37
2.77,0.39
2.85,0.41
2.94,0.43
3.01,0.46
3.10,0.48
3.17,0.50
3.26,0.52
3.33,0.54
3.42,0.57
3.50,0.59
3.58,0.61
3.67,0.63
3.75,0.66
3.84,0.68
3.91,0.70
3.99,0.72
4.08,0.75
4.16,0.77
4.24,0.79
4.33,0.81
4.40,0.84
4.49,0.86
4.57,0.88
4.65,0.90
4.74,0.93
4.82,0.95
4.91,0.97
5.00,0.99
5.09,1.01
5.18,1.04
5.27,1.06
5.36,1.08
5.45,1.10
5.55,1.13
5.63,1.15
5.72,1.17
5.81,1.20
5.89,1.22
5.98,1.24
6.06,1.26
6.15,1.28
6.24,1.30
6.33,1.33
6.42,1.35
6.50,1.37
6.59,1.39
6.67,1.42
6.76,1.44
6.84,1.46
6.93,1.48
7.01,1.50
7.10,1.53
7.18,1.55
7.27,1.57
7.36,1.59
7.44,1.62
7.53,1.64
7.62,1.66
7.70,1.69
7.79,1.71
7.87,1.73
7.95,1.75
8.03,1.78
8.11,1.80
8.18,1.82
8.26,1.84
8.33,1.86
8.40,1.89
8.47,1.91
8.54,1.93
8.61,1.95
8.67,1.98
8.74,2.00
8.81,2.02
8.87,2.04
8.94,2.06
9.00,2.09
9.06,2.11
9.13,2.13
9.19,2.15
9.26,2.17
9.32,2.20
9.39,2.22
9.45,2.24
9.51,2.27
9.58,2.29
9.64,2.31
9.70,2.33
9.77,2.36
9.84,2.38
9.90,2.40
9.97,2.43
9.96,2.44
9.95,2.44
9.71,2.42
9.49,2.39
9.27,2.37
9.11,2.35
8.90,2.32
8.74,2.30
8.58,2.28
8.39,2.25
8.25,2.23
8.08,2.21
7.95,2.19
7.78,2.16
7.68,2.14
7.54,2.12
7.42,2.10
7.30,2.07
7.19,2.05
7.07,2.03
6.96,2.01
6.84,1.98
6.72,1.96
6.62,1.94
6.51,1.92
6.39,1.90
6.29,1.87
6.16,1.85
6.05,1.83
5.94,1.81
5.82,1.78
5.69,1.76
5.59,1.74
5.45,1.71
5.34,1.69
5.22,1.67
5.09,1.65
4.97,1.62
4.85,1.60
4.72,1.58
4.61,1.56
4.49,1.53
4.37,1.51
4.25,1.49
4.14,1.47
4.02,1.45
3.91,1.42
3.79,1.40
3.67,1.38
3.55,1.36
3.45,1.33
3.32,1.31
3.22,1.29
3.10,1.27
2.99,1.24
2.88,1.22
2.78,1.20
2.66,1.18
2.56,1.15
2.46,1.13
2.35,1.11
2.26,1.09
2.16,1.07
2.06,1.04
1.96,1.02
1.86,1.00
1.77,0.98
1.67,0.95
1.58,0.93
1.47,0.91
1.39,0.88
1.29,0.86
1.20,0.84
1.11,0.82
1.01,0.80
0.93,0.77
0.83,0.75
0.74,0.73
0.65,0.71
0.57,0.69
0.48,0.66
0.40,0.64
0.30,0.62
0.22,0.59
0.13,0.57
0.05,0.55
-0.04,0.53
-0.12,0.51
-0.21,0.48
-0.29,0.46
-0.37,0.44
-0.46,0.42
-0.54,0.40
-0.63,0.38
-0.71,0.35
-0.79,0.32
-0.87,0.30
-0.95,0.29
-1.04,0.26
-1.11,0.24
-1.20,0.21
-1.27,0.19
-1.35,0.17
-1.44,0.15
-1.51,0.13
-1.59,0.10
-1.67,0.08
-1.75,0.06
-1.83,0.04
-1.91,0.01
-1.99,-0.01
-2.06,-0.03
-2.15,-0.05
-2.22,-0.08
-2.30,-0.10
-2.38,-0.12
-2.45,-0.14
-2.53,-0.17
-2.62,-0.19
-2.69,-0.21
-2.77,-0.23
-2.85,-0.26
-2.93,-0.28
-3.02,-0.30
-3.10,-0.32
-3.18,-0.35
-3.26,-0.37
-3.33,-0.39
-3.43,-0.41
-3.51,-0.44
-3.59,-0.46
-3.69,-0.48
-3.77,-0.50
-3.87,-0.52
-3.96,-0.55
-4.05,-0.57
-4.14,-0.59
-4.23,-0.62
-4.32,-0.64
-4.42,-0.66
-4.51,-0.68
-4.60,-0.70
-4.69,-0.73
-4.78,-0.74
-4.89,-0.77
-4.96,-0.79
-5.06,-0.81
-5.14,-0.84
-5.24,-0.86
-5.32,-0.89
-5.41,-0.91
-5.50,-0.93
-5.58,-0.95
-5.67,-0.97
-5.75,-0.99
-5.85,-1.01
-5.92,-1.04
-6.02,-1.06
-6.09,-1.08
-6.19,-1.11
-6.26,-1.13
-6.36,-1.15
-6.43,-1.17
-6.52,-1.19
-6.60,-1.22
-6.68,-1.24
-6.77,-1.26
-6.85,-1.28
-6.93,-1.31
-7.02,-1.33
-7.10,-1.35
-7.19,-1.37
-7.27,-1.39
-7.35,-1.42
-7.44,-1.44
-7.52,-1.46
-7.60,-1.48
-7.68,-1.51
-7.77,-1.53
-7.85,-1.55
-7.93,-1.58
-8.01,-1.60
-8.10,-1.62
-8.17,-1.64
-8.26,-1.66
-8.34,-1.69
-8.42,-1.71
-8.50,-1.73
-8.57,-1.75
-8.65,-1.78
-8.73,-1.80
-8.79,-1.82
-8.86,-1.84
-8.93,-1.87
-9.00,-1.89
-9.07,-1.91
-9.13,-1.93
-9.20,-1.96
-9.27,-1.98
-9.34,-2.00
-9.40,-2.02
-9.47,-2.04
-9.53,-2.07
-9.60,-2.09
-9.67,-2.11
-9.74,-2.13
-9.81,-2.15
-9.88,-2.18
-9.95,-2.20
-10.02,-2.22
-10.09,-2.24
-10.16,-2.27
-10.23,-2.29
-10.31,-2.31
-10.38,-2.33
-10.46,-2.36
-10.53,-2.38
-10.61,-2.40
-10.69,-2.42
-10.69,-2.44
-10.67,-2.44
-10.38,-2.42
-10.11,-2.39
-9.88,-2.37
-9.67,-2.34
-9.44,-2.32
-9.27,-2.30
-9.06,-2.27
-8.87,-2.25
-8.70,-2.23
-8.54,-2.21
-8.37,-2.18
-8.22,-2.16
-8.07,-2.14
-7.90,-2.12
-7.76,-2.09
-7.61,-2.07
-7.47,-2.05
-7.33,-2.03
-7.19,-2.00
-7.04,-1.98
-6.91,-1.96
-6.78,-1.94
-6.64,-1.92
-6.51,-1.89
-6.38,-1.87
-6.25,-1.85
-6.12,-1.82
-5.99,-1.80
-5.88,-1.78
-5.75,-1.75
-5.64,-1.74
-5.51,-1.71
-5.40,-1.69
-5.29,-1.67
-5.18,-1.64
-5.07,-1.62
-4.96,-1.60
-4.84,-1.58
-4.74,-1.56
-4.63,-1.53
-4.53,-1.51
-4.42,-1.49
-4.32,-1.46
-4.22,-1.44
-4.11,-1.42
-4.01,-1.40
-3.91,-1.37
-3.81,-1.35
-3.71,-1.33
-3.61,-1.31
-3.51,-1.28
-3.41,-1.26
-3.31,-1.24
-3.22,-1.22
-3.12,-1.20
-3.02,-1.17
-2.94,-1.15
-2.84,-1.13
-2.76,-1.11
-2.67,-1.08
-2.58,-1.06
-2.50,-1.04
-2.41,-1.02
-2.32,-1.00
-2.23,-0.97
-2.14,-0.95
-2.05,-0.92
-1.97,-0.90
-1.88,-0.88
-1.79,-0.86
-1.70,-0.84
-1.62,-0.82
-1.53,-0.80
-1.44,-0.77
-1.35,-0.75
-1.27,-0.73
-1.18,-0.70
-1.10,-0.68
-1.01,-0.66
-0.93,-0.64
-0.84,-0.61
-0.76,-0.59
-0.68,-0.57
-0.59,-0.55
-0.51,-0.52
-0.43,-0.50
-0.34,-0.48
-0.26,-0.46
-0.18,-0.43
-0.10,-0.41
-0.02,-0.39
0.06,-0.37
0.15,-0.34
0.22,-0.32
0.30,-0.30
0.38,-0.28
0.46,-0.26
0.54,-0.24
0.62,-0.21
0.70,-0.19
0.78,-0.17
0.86,-0.14
0.94,-0.12
1.02,-0.10
1.10,-0.08
1.17,-0.05
1.26,-0.03
1.33,-0.01
1.33,0.00
1.33,0.01
1.43,0.02
1.53,0.04
1.64,0.08
1.77,0.11
1.88,0.14
2.00,0.18
2.11,0.21
2.22,0.24
2.32,0.27
2.44,0.30
2.55,0.33
2.67,0.36
2.78,0.39
2.89,0.43
3.00,0.46
3.13,0.49
3.24,0.52
3.36,0.55
3.48,0.59
3.59,0.62
3.71,0.65
3.83,0.68
3.94,0.71
4.06,0.74
4.17,0.78
4.29,0.81
4.41,0.84
4.53,0.87
4.65,0.90
4.77,0.93
4.89,0.96
5.02,1.00
5.14,1.03
5.27,1.06
5.40,1.09
5.52,1.12
5.66,1.15
5.78,1.18
5.90,1.22
6.03,1.25
6.15,1.28
6.28,1.31
6.40,1.34
6.52,1.38
6.65,1.41
6.77,1.44
6.89,1.47
7.01,1.51
7.14,1.53
7.25,1.57
7.37,1.60
7.50,1.63
7.62,1.66
7.74,1.69
7.86,1.72
7.97,1.76
8.09,1.79
8.20,1.82
8.31,1.85
8.41,1.88
8.51,1.91
8.60,1.94
8.70,1.98
8.80,2.01
8.88,2.04
8.98,2.07
9.07,2.10
9.16,2.13
9.25,2.17
9.34,2.20
9.43,2.23
9.52,2.26
9.62,2.29
9.71,2.32
9.80,2.36
9.90,2.39
9.98,2.42
10.08,2.45
10.16,2.49
10.25,2.51
10.33,2.55
10.42,2.58
10.50,2.61
10.58,2.64
10.66,2.67
10.74,2.70
10.82,2.74
10.91,2.77
10.99,2.80
11.08,2.83
11.15,2.86
11.24,2.89
11.32,2.93
11.40,2.96
11.48,2.99
11.55,3.02
11.63,3.05
11.71,3.08
11.80,3.11
11.87,3.15
11.95,3.18
12.02,3.21
12.09,3.24
12.16,3.28
12.23,3.30
12.29,3.34
12.35,3.36
12.42,3.40
12.49,3.43
12.55,3.46
12.61,3.49
12.67,3.52
12.74,3.55
12.80,3.59
12.86,3.62
12.92,3.65
12.98,3.68
13.03,3.72
13.09,3.75
13.15,3.78
13.21,3.81
13.27,3.84
13.33,3.87
13.39,3.90
13.45,3.94
13.50,3.97
13.55,4.00
13.61,4.03
13.66,4.06
13.72,4.10
13.77,4.13
13.82,4.16
13.88,4.19
13.94,4.22
14.00,4.25
14.04,4.28
14.10,4.31
14.15,4.35
14.21,4.38
14.25,4.41
14.31,4.44
14.36,4.47
14.41,4.50
14.47,4.53
14.52,4.57
14.57,4.60
14.63,4.63
14.68,4.66
14.72,4.70
14.77,4.73
14.83,4.76
14.87,4.79
14.93,4.82
14.98,4.85
15.03,4.89
15.08,4.92
15.13,4.94
15.18,4.97
15.24,5.01
15.30,5.04
15.34,5.07
15.40,5.10
15.45,5.14
15.50,5.17
15.56,5.20
15.61,5.23
15.66,5.26
15.70,5.29
15.75,5.32
15.81,5.35
15.86,5.39
15.92,5.42
15.96,5.45
16.02,5.48
16.06,5.52
16.12,5.55
16.16,5.58
16.22,5.61
16.26,5.64
16.31,5.67
16.37,5.70
16.42,5.73
16.47,5.77
16.52,5.80
16.57,5.83
16.63,5.86
16.68,5.89
16.73,5.92
16.79,5.96
16.84,5.99
16.90,6.02
16.95,6.05
17.00,6.08
17.06,6.11
17.12,6.14
17.17,6.18
17.23,6.21
17.28,6.24
17.33,6.27
17.39,6.30
17.44,6.33
17.50,6.36
17.56,6.39
17.60,6.42
17.66,6.46
17.71,6.49
17.63,6.51
17.49,6.50
17.19,6.47
16.84,6.43
16.57,6.40
16.33,6.36
16.11,6.33
15.88,6.30
15.70,6.27
15.50,6.24
15.30,6.21
15.10,6.17
14.93,6.14
14.74,6.11
14.58,6.08
14.41,6.05
14.23,6.01
14.06,5.98
13.90,5.95
13.75,5.92
13.60,5.89
13.44,5.86
13.28,5.82
13.14,5.79
12.99,5.76
12.86,5.73
12.72,5.70
12.58,5.67
12.45,5.64
12.31,5.60
12.18,5.57
12.04,5.53
11.92,5.51
11.79,5.47
11.67,5.44
11.54,5.41
11.41,5.38
11.30,5.35
11.17,5.32
11.06,5.29
10.94,5.25
10.83,5.22
10.70,5.19
10.61,5.16
10.47,5.13
10.38,5.09
10.26,5.06
10.15,5.03
10.04,5.00
9.93,4.97
9.83,4.93
9.73,4.90
9.61,4.87
9.50,4.84
9.40,4.81
9.30,4.77
9.20,4.74
9.09,4.71
8.99,4.68
8.89,4.65
8.79,4.62
8.69,4.59
8.59,4.55
8.50,4.52
8.41,4.49
8.31,4.46
8.22,4.43
8.12,4.39
8.03,4.37
7.93,4.33
7.85,4.30
7.75,4.27
7.65,4.24
7.56,4.20
7.47,4.17
7.38,4.14
7.30,4.11
7.21,4.08
7.12,4.05
7.03,4.01
6.95,3.98
6.86,3.95
6.78,3.92
6.69,3.89
6.61,3.85
6.53,3.83
6.44,3.79
6.35,3.76
6.27,3.73
6.19,3.70
6.10,3.67
6.03,3.63
5.94,3.60
5.86,3.57
5.78,3.54
5.70,3.51
5.62,3.48
5.54,3.44
5.46,3.41
5.38,3.39
5.31,3.35
5.23,3.32
5.14,3.28
5.06,3.25
4.99,3.22
4.91,3.19
4.83,3.16
4.76,3.13
4.67,3.10
4.60,3.07
4.52,3.03
4.45,3.00
4.37,2.97
4.29,2.94
4.22,2.91
4.14,2.87
4.07,2.84
3.99,2.81
3.93,2.78
3.85,2.75
3.78,2.71
3.71,2.68
3.63,2.65
3.57,2.62
3.49,2.59
3.43,2.56
3.36,2.52
3.29,2.49
3.22,2.46
3.15,2.43
3.08,2.40
3.02,2.36
2.96,2.33
2.88,2.30
2.81,2.27
2.76,2.24
2.69,2.21
2.62,2.18
2.55,2.15
2.49,2.12
2.42,2.08
2.36,2.05
2.29,2.02
2.22,1.99
2.15,1.96
2.08,1.92
2.01,1.89
1.95,1.86
1.87,1.83
1.78,1.80
1.69,1.77
1.62,1.73
1.53,1.71
1.44,1.67
1.34,1.64
1.26,1.61
1.15,1.58
1.07,1.55
0.97,1.52
0.88,1.48
0.78,1.45
0.68,1.42
0.59,1.39
0.50,1.36
0.40,1.33
0.30,1.30
0.21,1.26
0.11,1.23
0.01,1.20
-0.08,1.16
-0.18,1.13
-0.27,1.11
-0.36,1.07
-0.45,1.04
-0.54,1.01
-0.63,0.98
-0.72,0.94
-0.81,0.92
-0.90,0.88
-1.00,0.85
-1.08,0.82
-1.18,0.79
-1.26,0.76
-1.35,0.72
-1.44,0.69
-1.52,0.66
-1.61,0.63
-1.69,0.60
-1.78,0.57
-1.85,0.53
-1.94,0.50
-2.02,0.47
-2.06,0.44
-2.09,0.41
-2.17,0.38
-2.25,0.35
-2.34,0.31
-2.42,0.28
-2.50,0.25
-2.59,0.22
-2.67,0.19
-2.76,0.15
-2.84,0.12
-2.92,0.09
-3.01,0.06
-3.10,0.03
-3.19,0.00
-3.27,-0.04
-3.37,-0.07
-3.47,-0.10
-3.58,-0.13
-3.68,-0.16
-3.78,-0.19
-3.88,-0.22
-3.98,-0.25
-4.08,-0.29
-4.18,-0.32
-4.29,-0.35
-4.39,-0.38
-4.50,-0.41
-4.60,-0.44
-4.71,-0.47
-4.82,-0.51
-4.93,-0.54
-5.05,-0.57
-5.18,-0.60
-5.29,-0.63
-5.41,-0.67
-5.53,-0.70
-5.64,-0.73
-5.76,-0.76
-5.87,-0.79
-5.99,-0.82
-6.10,-0.85
-6.22,-0.89
-6.34,-0.92
-6.45,-0.95
-6.57,-0.98
-6.68,-1.01
-6.79,-1.05
-6.90,-1.08
-7.02,-1.11
-7.13,-1.14
-7.25,-1.17
-7.36,-1.20
-7.48,-1.24
-7.60,-1.27
-7.72,-1.30
-7.84,-1.33
-7.94,-1.36
-8.06,-1.39
-8.17,-1.42
-8.29,-1.45
-8.39,-1.49
-8.50,-1.52
-8.61,-1.55
-8.71,-1.58
-8.82,-1.61
-8.92,-1.65
-9.02,-1.68
-9.11,-1.71
-9.20,-1.74
-9.29,-1.77
-9.38,-1.80
-9.46,-1.84
-9.55,-1.86
-9.64,-1.90
-9.72,-1.93
-9.81,-1.96
-9.89,-1.99
-9.98,-2.03
-10.06,-2.06
-10.14,-2.09
-10.23,-2.12
-10.32,-2.15
-10.41,-2.18
-10.50,-2.21
-10.59,-2.25
-10.68,-2.28
-10.77,-2.31
-10.86,-2.34
-10.95,-2.37
-11.03,-2.40
-11.12,-2.43
-11.21,-2.47
-11.30,-2.50
-11.39,-2.53
-11.47,-2.56
-11.56,-2.59
-11.65,-2.62
-11.74,-2.66
-11.83,-2.69
-11.91,-2.72
-12.00,-2.75
-12.09,-2.78
-12.18,-2.81
-12.26,-2.85
-12.34,-2.88
-12.43,-2.91
-12.51,-2.94
-12.60,-2.97
-12.68,-3.00
-12.76,-3.03
-12.85,-3.07
-12.93,-3.10
-13.02,-3.13
-13.10,-3.16
-13.17,-3.19
-13.25,-3.22
-13.33,-3.26
-13.41,-3.29
-13.49,-3.32
-13.56,-3.35
-13.64,-3.38
-13.71,-3.41
-13.79,-3.45
-13.86,-3.47
-13.93,-3.51
-14.01,-3.54
-14.08,-3.57
-14.16,-3.60
-14.23,-3.63
-14.30,-3.67
-14.37,-3.70
-14.44,-3.73
-14.52,-3.76
-14.59,-3.79
-14.65,-3.82
-14.72,-3.86
-14.79,-3.89
-14.86,-3.92
-14.94,-3.95
-15.00,-3.98
-15.07,-4.01
-15.14,-4.04
-15.21,-4.08
-15.28,-4.11
-15.34,-4.14
-15.41,-4.17
-15.48,-4.20
-15.55,-4.23
-15.62,-4.26
-15.69,-4.30
-15.75,-4.33
-15.83,-4.36
-15.89,-4.39
-15.96,-4.42
-16.03,-4.46
-16.10,-4.48
-16.17,-4.52
-16.24,-4.55
-16.31,-4.58
-16.38,-4.61
-16.45,-4.64
-16.52,-4.68
-16.59,-4.71
-16.66,-4.74
-16.73,-4.77
-16.80,-4.80
-16.86,-4.84
-16.93,-4.86
-17.01,-4.90
-17.07,-4.93
-17.15,-4.96
-17.21,-5.00
-17.28,-5.02
-17.36,-5.06
-17.42,-5.09
-17.49,-5.12
-17.56,-5.15
-17.62,-5.18
-17.69,-5.21
-17.76,-5.24
-17.82,-5.28
-17.89,-5.30
-17.97,-5.34
-18.03,-5.37
-18.10,-5.40
-18.17,-5.43
-18.24,-5.46
-18.31,-5.49
-18.38,-5.53
-18.45,-5.56
-18.51,-5.59
-18.59,-5.62
-18.64,-5.65
-18.72,-5.68
-18.78,-5.72
-18.85,-5.75
-18.91,-5.78
-18.98,-5.81
-19.05,-5.84
-19.11,-5.87
-19.18,-5.90
-19.24,-5.93
-19.30,-5.97
-19.37,-6.00
-19.43,-6.03
-19.50,-6.06
-19.56,-6.10
-19.62,-6.13
-19.68,-6.16
-19.75,-6.19
-19.81,-6.22
-19.87,-6.25
-19.93,-6.28
-19.99,-6.32
-20.05,-6.34
-20.12,-6.38
-20.17,-6.41
-20.24,-6.44
-20.30,-6.47
-20.34,-6.51
-20.29,-6.52
-20.13,-6.50
-19.79,-6.46
-19.46,-6.43
-19.20,-6.40
-18.93,-6.37
-18.72,-6.33
-18.45,-6.30
-18.29,-6.27
-18.06,-6.24
-17.85,-6.21
-17.66,-6.18
-17.46,-6.14
-17.26,-6.11
-17.07,-6.08
-16.90,-6.05
-16.70,-6.02
-16.55,-5.98
-16.36,-5.96
-16.18,-5.92
-16.03,-5.89
-15.86,-5.86
-15.69,-5.83
-15.53,-5.79
-15.39,-5.76
-15.22,-5.73
-15.07,-5.70
-14.90,-5.67
-14.76,-5.64
-14.62,-5.60
-14.47,-5.57
-14.32,-5.54
-14.18,-5.51
-14.03,-5.48
-13.89,-5.44
-13.76,-5.41
-13.61,-5.38
-13.47,-5.35
-13.34,-5.32
-13.19,-5.28
-13.06,-5.25
-12.92,-5.22
-12.78,-5.19
-12.65,-5.16
-12.52,-5.13
-12.39,-5.09
-12.26,-5.06
-12.12,-5.03
-12.00,-5.00
-11.87,-4.97
-11.74,-4.93
-11.61,-4.90
-11.48,-4.87
-11.35,-4.84
-11.23,-4.81
-11.10,-4.78
-10.97,-4.74
-10.84,-4.71
-10.71,-4.68
-10.59,-4.65
-10.47,-4.62
-10.35,-4.59
-10.23,-4.55
-10.10,-4.52
-9.99,-4.49
-9.88,-4.46
-9.75,-4.43
-9.63,-4.40
-9.51,-4.36
-9.39,-4.33
-9.28,-4.30
-9.17,-4.27
-9.04,-4.24
-8.93,-4.20
-8.82,-4.17
-8.71,-4.14
-8.60,-4.11
-8.49,-4.08
-8.38,-4.04
-8.27,-4.01
-8.17,-3.98
-8.06,-3.95
-7.95,-3.92
-7.84,-3.89
-7.74,-3.86
-7.64,-3.83
-7.53,-3.79
-7.43,-3.76
-7.32,-3.73
-7.22,-3.70
-7.12,-3.67
-7.02,-3.63
-6.91,-3.60
-6.80,-3.57
-6.71,-3.54
-6.62,-3.50
-6.51,-3.47
-6.42,-3.44
-6.32,-3.41
-6.22,-3.38
-6.13,-3.35
-6.03,-3.32
-5.93,-3.28
-5.84,-3.25
-5.74,-3.22
-5.66,-3.19
-5.56,-3.16
-5.47,-3.13
-5.38,-3.09
-5.28,-3.06
-5.20,-3.03
-5.11,-3.00
-5.03,-2.96
-4.94,-2.93
-4.85,-2.91
-4.77,-2.87
-4.69,-2.84
-4.61,-2.81
-4.52,-2.78
-4.43,-2.74
-4.35,-2.71
-4.28,-2.68
-4.20,-2.65
-4.12,-2.62
-4.04,-2.58
-3.97,-2.56
-3.88,-2.52
-3.81,-2.49
-3.73,-2.46
-3.65,-2.43
-3.58,-2.40
-3.51,-2.37
-3.44,-2.34
-3.37,-2.30
-3.29,-2.27
-3.22,-2.24
-3.15,-2.21
-3.09,-2.17
-3.02,-2.14
-2.95,-2.11
-2.89,-2.08
